image_path,label,label_encoded
dataset\unhealthy\0014_0230.JPG,unhealthy,1
dataset\healthy\0005_0060.JPG,healthy,0
dataset\unhealthy\0021_0018.JPG,unhealthy,1
dataset\unhealthy\0019_0044.JPG,unhealthy,1
dataset\healthy\0010_0098.JPG,healthy,0
dataset\healthy\0007_0111.JPG,healthy,0
dataset\healthy\0003_0038.JPG,healthy,0
dataset\healthy\0005_0019.JPG,healthy,0
dataset\unhealthy\0014_0119.JPG,unhealthy,1
dataset\healthy\0007_0239.JPG,healthy,0
dataset\unhealthy\0021_0032.JPG,unhealthy,1
dataset\healthy\0006_0093.JPG,healthy,0
dataset\healthy\0007_0110.JPG,healthy,0
dataset\unhealthy\0018_0034.JPG,unhealthy,1
dataset\healthy\0004_0024.JPG,healthy,0
dataset\healthy\0009_0037.JPG,healthy,0
dataset\healthy\0004_0246.JPG,healthy,0
dataset\healthy\0007_0065.JPG,healthy,0
dataset\unhealthy\0012_0014.JPG,unhealthy,1
dataset\unhealthy\0022_0037.JPG,unhealthy,1
dataset\healthy\0004_0092.JPG,healthy,0
dataset\healthy\0003_0165.JPG,healthy,0
dataset\unhealthy\0019_0019.JPG,unhealthy,1
dataset\unhealthy\0014_0209.JPG,unhealthy,1
dataset\unhealthy\0019_0068.JPG,unhealthy,1
dataset\unhealthy\0019_0249.JPG,unhealthy,1
dataset\healthy\0002_0001.JPG,healthy,0
dataset\unhealthy\0015_0096.JPG,unhealthy,1
dataset\unhealthy\0012_0124.JPG,unhealthy,1
dataset\unhealthy\0017_0025.JPG,unhealthy,1
dataset\unhealthy\0022_0035.JPG,unhealthy,1
dataset\healthy\0007_0080.JPG,healthy,0
dataset\healthy\0004_0053.JPG,healthy,0
dataset\unhealthy\0019_0212.JPG,unhealthy,1
dataset\unhealthy\0017_0294.JPG,unhealthy,1
dataset\healthy\0009_0005.JPG,healthy,0
dataset\unhealthy\0014_0129.JPG,unhealthy,1
dataset\healthy\0010_0103.JPG,healthy,0
dataset\healthy\0011_0020.JPG,healthy,0
dataset\unhealthy\0022_0115.JPG,unhealthy,1
dataset\healthy\0010_0150.JPG,healthy,0
dataset\healthy\0007_0202.JPG,healthy,0
dataset\unhealthy\0017_0037.JPG,unhealthy,1
dataset\unhealthy\0022_0055.JPG,unhealthy,1
dataset\healthy\0007_0134.JPG,healthy,0
dataset\healthy\0009_0219.JPG,healthy,0
dataset\unhealthy\0015_0066.JPG,unhealthy,1
dataset\healthy\0001_0142.JPG,healthy,0
dataset\healthy\0005_0028.JPG,healthy,0
dataset\unhealthy\0012_0064.JPG,unhealthy,1
dataset\unhealthy\0020_0224.JPG,unhealthy,1
dataset\healthy\0007_0320.JPG,healthy,0
dataset\healthy\0001_0106.JPG,healthy,0
dataset\healthy\0005_0063.JPG,healthy,0
dataset\unhealthy\0018_0035.JPG,unhealthy,1
dataset\healthy\0011_0006.JPG,healthy,0
dataset\healthy\0005_0120.JPG,healthy,0
dataset\unhealthy\0020_0056.JPG,unhealthy,1
dataset\healthy\0009_0209.JPG,healthy,0
dataset\healthy\0010_0101.JPG,healthy,0
dataset\unhealthy\0017_0235.JPG,unhealthy,1
dataset\unhealthy\0012_0040.JPG,unhealthy,1
dataset\unhealthy\0012_0023.JPG,unhealthy,1
dataset\healthy\0001_0016.JPG,healthy,0
dataset\unhealthy\0017_0160.JPG,unhealthy,1
dataset\healthy\0006_0096.JPG,healthy,0
dataset\healthy\0007_0173.JPG,healthy,0
dataset\unhealthy\0018_0053.JPG,unhealthy,1
dataset\healthy\0006_0007.JPG,healthy,0
dataset\healthy\0003_0162.JPG,healthy,0
dataset\healthy\0002_0220.JPG,healthy,0
dataset\healthy\0009_0023.JPG,healthy,0
dataset\unhealthy\0012_0035.JPG,unhealthy,1
dataset\healthy\0004_0256.JPG,healthy,0
dataset\healthy\0001_0119.JPG,healthy,0
dataset\unhealthy\0014_0223.JPG,unhealthy,1
dataset\unhealthy\0012_0121.JPG,unhealthy,1
dataset\healthy\0005_0279.JPG,healthy,0
dataset\healthy\0002_0171.JPG,healthy,0
dataset\healthy\0001_0019.JPG,healthy,0
dataset\unhealthy\0017_0168.JPG,unhealthy,1
dataset\unhealthy\0012_0026.JPG,unhealthy,1
dataset\unhealthy\0020_0156.JPG,unhealthy,1
dataset\unhealthy\0020_0259.JPG,unhealthy,1
dataset\healthy\0009_0220.JPG,healthy,0
dataset\unhealthy\0015_0081.JPG,unhealthy,1
dataset\healthy\0010_0043.JPG,healthy,0
dataset\unhealthy\0017_0289.JPG,unhealthy,1
dataset\healthy\0005_0220.JPG,healthy,0
dataset\healthy\0006_0111.JPG,healthy,0
dataset\unhealthy\0014_0100.JPG,unhealthy,1
dataset\unhealthy\0019_0107.JPG,unhealthy,1
dataset\unhealthy\0012_0264.JPG,unhealthy,1
dataset\healthy\0005_0079.JPG,healthy,0
dataset\unhealthy\0017_0016.JPG,unhealthy,1
dataset\healthy\0004_0046.JPG,healthy,0
dataset\unhealthy\0014_0069.JPG,unhealthy,1
dataset\unhealthy\0014_0186.JPG,unhealthy,1
dataset\unhealthy\0021_0017.JPG,unhealthy,1
dataset\unhealthy\0017_0024.JPG,unhealthy,1
dataset\unhealthy\0018_0098.JPG,unhealthy,1
dataset\unhealthy\0020_0195.JPG,unhealthy,1
dataset\unhealthy\0015_0039.JPG,unhealthy,1
dataset\unhealthy\0014_0173.JPG,unhealthy,1
dataset\unhealthy\0022_0077.JPG,unhealthy,1
dataset\unhealthy\0019_0188.JPG,unhealthy,1
dataset\healthy\0004_0213.JPG,healthy,0
dataset\unhealthy\0014_0158.JPG,unhealthy,1
dataset\unhealthy\0019_0025.JPG,unhealthy,1
dataset\healthy\0007_0307.JPG,healthy,0
dataset\healthy\0003_0027.JPG,healthy,0
dataset\unhealthy\0017_0169.JPG,unhealthy,1
dataset\unhealthy\0020_0046.JPG,unhealthy,1
dataset\unhealthy\0018_0068.JPG,unhealthy,1
dataset\unhealthy\0015_0069.JPG,unhealthy,1
dataset\healthy\0007_0222.JPG,healthy,0
dataset\healthy\0004_0070.JPG,healthy,0
dataset\healthy\0007_0272.JPG,healthy,0
dataset\healthy\0010_0021.JPG,healthy,0
dataset\healthy\0009_0234.JPG,healthy,0
dataset\healthy\0009_0071.JPG,healthy,0
dataset\unhealthy\0018_0079.JPG,unhealthy,1
dataset\unhealthy\0019_0182.JPG,unhealthy,1
dataset\unhealthy\0014_0251.JPG,unhealthy,1
dataset\healthy\0001_0090.JPG,healthy,0
dataset\healthy\0009_0074.JPG,healthy,0
dataset\unhealthy\0017_0271.JPG,unhealthy,1
dataset\healthy\0002_0207.JPG,healthy,0
dataset\healthy\0003_0033.JPG,healthy,0
dataset\healthy\0005_0243.JPG,healthy,0
dataset\healthy\0003_0115.JPG,healthy,0
dataset\unhealthy\0014_0149.JPG,unhealthy,1
dataset\unhealthy\0020_0059.JPG,unhealthy,1
dataset\unhealthy\0012_0172.JPG,unhealthy,1
dataset\healthy\0002_0201.JPG,healthy,0
dataset\healthy\0004_0189.JPG,healthy,0
dataset\unhealthy\0015_0083.JPG,unhealthy,1
dataset\healthy\0003_0146.JPG,healthy,0
dataset\unhealthy\0019_0121.JPG,unhealthy,1
dataset\healthy\0004_0185.JPG,healthy,0
dataset\healthy\0007_0186.JPG,healthy,0
dataset\healthy\0007_0117.JPG,healthy,0
dataset\unhealthy\0022_0021.JPG,unhealthy,1
dataset\unhealthy\0014_0199.JPG,unhealthy,1
dataset\healthy\0001_0164.JPG,healthy,0
dataset\unhealthy\0012_0245.JPG,unhealthy,1
dataset\healthy\0010_0146.JPG,healthy,0
dataset\unhealthy\0017_0306.JPG,unhealthy,1
dataset\healthy\0009_0233.JPG,healthy,0
dataset\healthy\0005_0226.JPG,healthy,0
dataset\unhealthy\0021_0069.JPG,unhealthy,1
dataset\healthy\0003_0142.JPG,healthy,0
dataset\unhealthy\0020_0161.JPG,unhealthy,1
dataset\healthy\0007_0142.JPG,healthy,0
dataset\healthy\0009_0166.JPG,healthy,0
dataset\healthy\0004_0005.JPG,healthy,0
dataset\healthy\0005_0095.JPG,healthy,0
dataset\unhealthy\0012_0069.JPG,unhealthy,1
dataset\healthy\0004_0159.JPG,healthy,0
dataset\healthy\0009_0062.JPG,healthy,0
dataset\unhealthy\0019_0229.JPG,unhealthy,1
dataset\healthy\0004_0098.JPG,healthy,0
dataset\healthy\0009_0100.JPG,healthy,0
dataset\unhealthy\0020_0086.JPG,unhealthy,1
dataset\unhealthy\0014_0084.JPG,unhealthy,1
dataset\unhealthy\0020_0102.JPG,unhealthy,1
dataset\unhealthy\0017_0208.JPG,unhealthy,1
dataset\healthy\0001_0025.JPG,healthy,0
dataset\healthy\0006_0026.JPG,healthy,0
dataset\unhealthy\0020_0213.JPG,unhealthy,1
dataset\unhealthy\0019_0181.JPG,unhealthy,1
dataset\healthy\0004_0061.JPG,healthy,0
dataset\unhealthy\0019_0261.JPG,unhealthy,1
dataset\healthy\0010_0001.JPG,healthy,0
dataset\healthy\0009_0241.JPG,healthy,0
dataset\unhealthy\0019_0017.JPG,unhealthy,1
dataset\healthy\0005_0090.JPG,healthy,0
dataset\healthy\0009_0282.JPG,healthy,0
dataset\healthy\0004_0139.JPG,healthy,0
dataset\healthy\0004_0178.JPG,healthy,0
dataset\healthy\0003_0069.JPG,healthy,0
dataset\healthy\0010_0139.JPG,healthy,0
dataset\unhealthy\0015_0088.JPG,unhealthy,1
dataset\healthy\0006_0017.JPG,healthy,0
dataset\healthy\0004_0277.JPG,healthy,0
dataset\healthy\0006_0001.JPG,healthy,0
dataset\unhealthy\0012_0225.JPG,unhealthy,1
dataset\unhealthy\0018_0056.JPG,unhealthy,1
dataset\healthy\0011_0081.JPG,healthy,0
dataset\unhealthy\0019_0204.JPG,unhealthy,1
dataset\healthy\0009_0153.JPG,healthy,0
dataset\unhealthy\0022_0006.JPG,unhealthy,1
dataset\healthy\0009_0174.JPG,healthy,0
dataset\unhealthy\0018_0051.JPG,unhealthy,1
dataset\healthy\0007_0005.JPG,healthy,0
dataset\healthy\0007_0234.JPG,healthy,0
dataset\unhealthy\0014_0007.JPG,unhealthy,1
dataset\healthy\0009_0198.JPG,healthy,0
dataset\unhealthy\0019_0140.JPG,unhealthy,1
dataset\healthy\0007_0144.JPG,healthy,0
dataset\healthy\0009_0168.JPG,healthy,0
dataset\unhealthy\0014_0249.JPG,unhealthy,1
dataset\unhealthy\0018_0106.JPG,unhealthy,1
dataset\unhealthy\0019_0020.JPG,unhealthy,1
dataset\healthy\0002_0166.JPG,healthy,0
dataset\healthy\0007_0315.JPG,healthy,0
dataset\healthy\0006_0014.JPG,healthy,0
dataset\healthy\0007_0073.JPG,healthy,0
dataset\healthy\0011_0101.JPG,healthy,0
dataset\unhealthy\0019_0051.JPG,unhealthy,1
dataset\healthy\0007_0308.JPG,healthy,0
dataset\healthy\0009_0104.JPG,healthy,0
dataset\unhealthy\0017_0180.JPG,unhealthy,1
dataset\healthy\0007_0167.JPG,healthy,0
dataset\healthy\0005_0256.JPG,healthy,0
dataset\healthy\0005_0251.JPG,healthy,0
dataset\healthy\0007_0309.JPG,healthy,0
dataset\healthy\0009_0111.JPG,healthy,0
dataset\unhealthy\0018_0103.JPG,unhealthy,1
dataset\unhealthy\0022_0020.JPG,unhealthy,1
dataset\unhealthy\0015_0045.JPG,unhealthy,1
dataset\healthy\0006_0020.JPG,healthy,0
dataset\unhealthy\0018_0086.JPG,unhealthy,1
dataset\unhealthy\0020_0159.JPG,unhealthy,1
dataset\unhealthy\0017_0219.JPG,unhealthy,1
dataset\healthy\0011_0077.JPG,healthy,0
dataset\unhealthy\0017_0108.JPG,unhealthy,1
dataset\healthy\0005_0128.JPG,healthy,0
dataset\healthy\0009_0094.JPG,healthy,0
dataset\healthy\0010_0147.JPG,healthy,0
dataset\unhealthy\0014_0208.JPG,unhealthy,1
dataset\healthy\0001_0085.JPG,healthy,0
dataset\unhealthy\0017_0337.JPG,unhealthy,1
dataset\unhealthy\0020_0121.JPG,unhealthy,1
dataset\healthy\0003_0116.JPG,healthy,0
dataset\healthy\0003_0040.JPG,healthy,0
dataset\unhealthy\0015_0063.JPG,unhealthy,1
dataset\healthy\0003_0032.JPG,healthy,0
dataset\unhealthy\0014_0203.JPG,unhealthy,1
dataset\unhealthy\0022_0040.JPG,unhealthy,1
dataset\healthy\0010_0017.JPG,healthy,0
dataset\healthy\0009_0191.JPG,healthy,0
dataset\healthy\0002_0204.JPG,healthy,0
dataset\unhealthy\0017_0107.JPG,unhealthy,1
dataset\healthy\0005_0162.JPG,healthy,0
dataset\healthy\0003_0021.JPG,healthy,0
dataset\unhealthy\0019_0149.JPG,unhealthy,1
dataset\healthy\0004_0233.JPG,healthy,0
dataset\unhealthy\0019_0081.JPG,unhealthy,1
dataset\healthy\0003_0071.JPG,healthy,0
dataset\healthy\0005_0043.JPG,healthy,0
dataset\healthy\0007_0002.JPG,healthy,0
dataset\healthy\0006_0010.JPG,healthy,0
dataset\healthy\0001_0062.JPG,healthy,0
dataset\healthy\0004_0014.JPG,healthy,0
dataset\unhealthy\0015_0030.JPG,unhealthy,1
dataset\unhealthy\0017_0080.JPG,unhealthy,1
dataset\unhealthy\0012_0099.JPG,unhealthy,1
dataset\healthy\0009_0040.JPG,healthy,0
dataset\unhealthy\0015_0021.JPG,unhealthy,1
dataset\healthy\0001_0032.JPG,healthy,0
dataset\unhealthy\0020_0170.JPG,unhealthy,1
dataset\healthy\0003_0179.JPG,healthy,0
dataset\healthy\0003_0064.JPG,healthy,0
dataset\healthy\0001_0098.JPG,healthy,0
dataset\healthy\0003_0131.JPG,healthy,0
dataset\healthy\0005_0088.JPG,healthy,0
dataset\healthy\0005_0131.JPG,healthy,0
dataset\healthy\0005_0245.JPG,healthy,0
dataset\healthy\0004_0089.JPG,healthy,0
dataset\unhealthy\0018_0124.JPG,unhealthy,1
dataset\healthy\0004_0270.JPG,healthy,0
dataset\unhealthy\0019_0071.JPG,unhealthy,1
dataset\healthy\0009_0113.JPG,healthy,0
dataset\healthy\0009_0007.JPG,healthy,0
dataset\unhealthy\0012_0210.JPG,unhealthy,1
dataset\unhealthy\0022_0014.JPG,unhealthy,1
dataset\healthy\0002_0173.JPG,healthy,0
dataset\unhealthy\0020_0203.JPG,unhealthy,1
dataset\unhealthy\0019_0233.JPG,unhealthy,1
dataset\unhealthy\0017_0033.JPG,unhealthy,1
dataset\healthy\0010_0073.JPG,healthy,0
dataset\healthy\0005_0177.JPG,healthy,0
dataset\unhealthy\0014_0066.JPG,unhealthy,1
dataset\healthy\0002_0128.JPG,healthy,0
dataset\unhealthy\0014_0179.JPG,unhealthy,1
dataset\healthy\0005_0058.JPG,healthy,0
dataset\healthy\0009_0028.JPG,healthy,0
dataset\healthy\0003_0057.JPG,healthy,0
dataset\healthy\0003_0138.JPG,healthy,0
dataset\unhealthy\0015_0135.JPG,unhealthy,1
dataset\healthy\0007_0177.JPG,healthy,0
dataset\unhealthy\0020_0243.JPG,unhealthy,1
dataset\unhealthy\0015_0132.JPG,unhealthy,1
dataset\unhealthy\0019_0206.JPG,unhealthy,1
dataset\healthy\0004_0175.JPG,healthy,0
dataset\unhealthy\0012_0100.JPG,unhealthy,1
dataset\unhealthy\0019_0235.JPG,unhealthy,1
dataset\unhealthy\0019_0175.JPG,unhealthy,1
dataset\unhealthy\0022_0013.JPG,unhealthy,1
dataset\unhealthy\0020_0016.JPG,unhealthy,1
dataset\healthy\0006_0053.JPG,healthy,0
dataset\healthy\0007_0114.JPG,healthy,0
dataset\unhealthy\0014_0236.JPG,unhealthy,1
dataset\healthy\0007_0194.JPG,healthy,0
dataset\unhealthy\0015_0004.JPG,unhealthy,1
dataset\unhealthy\0012_0200.JPG,unhealthy,1
dataset\unhealthy\0014_0127.JPG,unhealthy,1
dataset\healthy\0004_0273.JPG,healthy,0
dataset\unhealthy\0012_0155.JPG,unhealthy,1
dataset\healthy\0002_0102.JPG,healthy,0
dataset\unhealthy\0020_0208.JPG,unhealthy,1
dataset\unhealthy\0020_0004.JPG,unhealthy,1
dataset\unhealthy\0018_0020.JPG,unhealthy,1
dataset\healthy\0001_0073.JPG,healthy,0
dataset\healthy\0007_0182.JPG,healthy,0
dataset\unhealthy\0021_0024.JPG,unhealthy,1
dataset\healthy\0002_0081.JPG,healthy,0
dataset\healthy\0011_0008.JPG,healthy,0
dataset\unhealthy\0012_0049.JPG,unhealthy,1
dataset\healthy\0001_0061.JPG,healthy,0
dataset\unhealthy\0018_0123.JPG,unhealthy,1
dataset\unhealthy\0012_0179.JPG,unhealthy,1
dataset\healthy\0009_0206.JPG,healthy,0
dataset\healthy\0005_0099.JPG,healthy,0
dataset\healthy\0004_0027.JPG,healthy,0
dataset\unhealthy\0012_0203.JPG,unhealthy,1
dataset\healthy\0009_0184.JPG,healthy,0
dataset\unhealthy\0012_0236.JPG,unhealthy,1
dataset\healthy\0007_0123.JPG,healthy,0
dataset\healthy\0004_0197.JPG,healthy,0
dataset\unhealthy\0012_0101.JPG,unhealthy,1
dataset\unhealthy\0017_0098.JPG,unhealthy,1
dataset\healthy\0004_0187.JPG,healthy,0
dataset\unhealthy\0012_0219.JPG,unhealthy,1
dataset\unhealthy\0012_0135.JPG,unhealthy,1
dataset\healthy\0005_0247.JPG,healthy,0
dataset\healthy\0002_0158.JPG,healthy,0
dataset\healthy\0010_0074.JPG,healthy,0
dataset\healthy\0009_0092.JPG,healthy,0
dataset\unhealthy\0017_0046.JPG,unhealthy,1
dataset\unhealthy\0021_0055.JPG,unhealthy,1
dataset\unhealthy\0014_0091.JPG,unhealthy,1
dataset\unhealthy\0017_0006.JPG,unhealthy,1
dataset\healthy\0007_0197.JPG,healthy,0
dataset\unhealthy\0012_0080.JPG,unhealthy,1
dataset\unhealthy\0012_0087.JPG,unhealthy,1
dataset\healthy\0002_0184.JPG,healthy,0
dataset\healthy\0007_0112.JPG,healthy,0
dataset\unhealthy\0015_0026.JPG,unhealthy,1
dataset\unhealthy\0017_0119.JPG,unhealthy,1
dataset\unhealthy\0015_0079.JPG,unhealthy,1
dataset\unhealthy\0022_0111.JPG,unhealthy,1
dataset\healthy\0005_0187.JPG,healthy,0
dataset\healthy\0004_0234.JPG,healthy,0
dataset\unhealthy\0012_0227.JPG,unhealthy,1
dataset\healthy\0005_0184.JPG,healthy,0
dataset\healthy\0004_0135.JPG,healthy,0
dataset\unhealthy\0020_0183.JPG,unhealthy,1
dataset\unhealthy\0020_0094.JPG,unhealthy,1
dataset\healthy\0003_0141.JPG,healthy,0
dataset\unhealthy\0020_0193.JPG,unhealthy,1
dataset\healthy\0009_0245.JPG,healthy,0
dataset\healthy\0001_0082.JPG,healthy,0
dataset\unhealthy\0020_0032.JPG,unhealthy,1
dataset\unhealthy\0019_0064.JPG,unhealthy,1
dataset\unhealthy\0012_0165.JPG,unhealthy,1
dataset\unhealthy\0017_0096.JPG,unhealthy,1
dataset\healthy\0002_0117.JPG,healthy,0
dataset\healthy\0001_0023.JPG,healthy,0
dataset\healthy\0004_0016.JPG,healthy,0
dataset\healthy\0009_0179.JPG,healthy,0
dataset\unhealthy\0012_0044.JPG,unhealthy,1
dataset\unhealthy\0020_0271.JPG,unhealthy,1
dataset\unhealthy\0015_0058.JPG,unhealthy,1
dataset\unhealthy\0019_0244.JPG,unhealthy,1
dataset\healthy\0007_0147.JPG,healthy,0
dataset\healthy\0005_0164.JPG,healthy,0
dataset\healthy\0011_0068.JPG,healthy,0
dataset\unhealthy\0018_0013.JPG,unhealthy,1
dataset\unhealthy\0017_0182.JPG,unhealthy,1
dataset\unhealthy\0018_0071.JPG,unhealthy,1
dataset\healthy\0010_0157.JPG,healthy,0
dataset\unhealthy\0012_0074.JPG,unhealthy,1
dataset\unhealthy\0020_0167.JPG,unhealthy,1
dataset\healthy\0007_0226.JPG,healthy,0
dataset\healthy\0002_0134.JPG,healthy,0
dataset\unhealthy\0020_0202.JPG,unhealthy,1
dataset\healthy\0004_0114.JPG,healthy,0
dataset\healthy\0004_0235.JPG,healthy,0
dataset\healthy\0011_0031.JPG,healthy,0
dataset\healthy\0009_0075.JPG,healthy,0
dataset\healthy\0005_0138.JPG,healthy,0
dataset\healthy\0007_0251.JPG,healthy,0
dataset\unhealthy\0020_0268.JPG,unhealthy,1
dataset\unhealthy\0012_0189.JPG,unhealthy,1
dataset\healthy\0006_0024.JPG,healthy,0
dataset\unhealthy\0020_0082.JPG,unhealthy,1
dataset\unhealthy\0012_0211.JPG,unhealthy,1
dataset\healthy\0004_0007.JPG,healthy,0
dataset\unhealthy\0012_0031.JPG,unhealthy,1
dataset\unhealthy\0012_0129.JPG,unhealthy,1
dataset\unhealthy\0015_0036.JPG,unhealthy,1
dataset\healthy\0005_0041.JPG,healthy,0
dataset\unhealthy\0012_0119.JPG,unhealthy,1
dataset\healthy\0002_0036.JPG,healthy,0
dataset\healthy\0007_0245.JPG,healthy,0
dataset\unhealthy\0015_0084.JPG,unhealthy,1
dataset\unhealthy\0014_0147.JPG,unhealthy,1
dataset\unhealthy\0017_0267.JPG,unhealthy,1
dataset\healthy\0004_0191.JPG,healthy,0
dataset\healthy\0002_0015.JPG,healthy,0
dataset\unhealthy\0017_0112.JPG,unhealthy,1
dataset\healthy\0010_0099.JPG,healthy,0
dataset\healthy\0002_0005.JPG,healthy,0
dataset\healthy\0006_0033.JPG,healthy,0
dataset\healthy\0004_0152.JPG,healthy,0
dataset\healthy\0002_0119.JPG,healthy,0
dataset\healthy\0007_0199.JPG,healthy,0
dataset\unhealthy\0017_0290.JPG,unhealthy,1
dataset\healthy\0002_0177.JPG,healthy,0
dataset\healthy\0010_0159.JPG,healthy,0
dataset\unhealthy\0020_0232.JPG,unhealthy,1
dataset\unhealthy\0021_0040.JPG,unhealthy,1
dataset\healthy\0007_0236.JPG,healthy,0
dataset\unhealthy\0020_0162.JPG,unhealthy,1
dataset\healthy\0009_0098.JPG,healthy,0
dataset\healthy\0002_0052.JPG,healthy,0
dataset\unhealthy\0015_0073.JPG,unhealthy,1
dataset\healthy\0009_0286.JPG,healthy,0
dataset\unhealthy\0018_0019.JPG,unhealthy,1
dataset\unhealthy\0020_0009.JPG,unhealthy,1
dataset\healthy\0009_0175.JPG,healthy,0
dataset\healthy\0004_0245.JPG,healthy,0
dataset\healthy\0005_0262.JPG,healthy,0
dataset\healthy\0009_0050.JPG,healthy,0
dataset\healthy\0003_0084.JPG,healthy,0
dataset\healthy\0009_0017.JPG,healthy,0
dataset\healthy\0004_0248.JPG,healthy,0
dataset\unhealthy\0017_0087.JPG,unhealthy,1
dataset\unhealthy\0014_0169.JPG,unhealthy,1
dataset\healthy\0005_0039.JPG,healthy,0
dataset\unhealthy\0018_0073.JPG,unhealthy,1
dataset\unhealthy\0017_0032.JPG,unhealthy,1
dataset\unhealthy\0014_0044.JPG,unhealthy,1
dataset\unhealthy\0015_0105.JPG,unhealthy,1
dataset\healthy\0004_0111.JPG,healthy,0
dataset\healthy\0005_0185.JPG,healthy,0
dataset\unhealthy\0020_0206.JPG,unhealthy,1
dataset\unhealthy\0017_0183.JPG,unhealthy,1
dataset\healthy\0007_0053.JPG,healthy,0
dataset\healthy\0001_0011.JPG,healthy,0
dataset\healthy\0005_0142.JPG,healthy,0
dataset\healthy\0005_0085.JPG,healthy,0
dataset\healthy\0004_0148.JPG,healthy,0
dataset\unhealthy\0012_0223.JPG,unhealthy,1
dataset\healthy\0004_0237.JPG,healthy,0
dataset\healthy\0002_0048.JPG,healthy,0
dataset\healthy\0003_0166.JPG,healthy,0
dataset\healthy\0010_0016.JPG,healthy,0
dataset\healthy\0004_0126.JPG,healthy,0
dataset\unhealthy\0015_0054.JPG,unhealthy,1
dataset\unhealthy\0017_0201.JPG,unhealthy,1
dataset\unhealthy\0022_0091.JPG,unhealthy,1
dataset\healthy\0011_0053.JPG,healthy,0
dataset\healthy\0002_0139.JPG,healthy,0
dataset\healthy\0004_0142.JPG,healthy,0
dataset\unhealthy\0014_0051.JPG,unhealthy,1
dataset\healthy\0002_0116.JPG,healthy,0
dataset\healthy\0006_0052.JPG,healthy,0
dataset\unhealthy\0021_0068.JPG,unhealthy,1
dataset\unhealthy\0018_0050.JPG,unhealthy,1
dataset\unhealthy\0019_0104.JPG,unhealthy,1
dataset\healthy\0005_0186.JPG,healthy,0
dataset\healthy\0002_0180.JPG,healthy,0
dataset\healthy\0009_0080.JPG,healthy,0
dataset\healthy\0005_0013.JPG,healthy,0
dataset\healthy\0003_0156.JPG,healthy,0
dataset\unhealthy\0019_0116.JPG,unhealthy,1
dataset\unhealthy\0014_0002.JPG,unhealthy,1
dataset\unhealthy\0017_0244.JPG,unhealthy,1
dataset\healthy\0004_0118.JPG,healthy,0
dataset\unhealthy\0017_0061.JPG,unhealthy,1
dataset\healthy\0009_0185.JPG,healthy,0
dataset\unhealthy\0017_0040.JPG,unhealthy,1
dataset\healthy\0003_0089.JPG,healthy,0
dataset\unhealthy\0020_0072.JPG,unhealthy,1
dataset\healthy\0007_0093.JPG,healthy,0
dataset\unhealthy\0012_0228.JPG,unhealthy,1
dataset\unhealthy\0020_0012.JPG,unhealthy,1
dataset\unhealthy\0014_0082.JPG,unhealthy,1
dataset\healthy\0004_0156.JPG,healthy,0
dataset\unhealthy\0019_0263.JPG,unhealthy,1
dataset\unhealthy\0012_0131.JPG,unhealthy,1
dataset\healthy\0009_0194.JPG,healthy,0
dataset\unhealthy\0018_0107.JPG,unhealthy,1
dataset\unhealthy\0020_0190.JPG,unhealthy,1
dataset\healthy\0001_0138.JPG,healthy,0
dataset\unhealthy\0020_0233.JPG,unhealthy,1
dataset\unhealthy\0019_0213.JPG,unhealthy,1
dataset\unhealthy\0017_0293.JPG,unhealthy,1
dataset\unhealthy\0012_0108.JPG,unhealthy,1
dataset\healthy\0009_0145.JPG,healthy,0
dataset\healthy\0007_0212.JPG,healthy,0
dataset\unhealthy\0012_0248.JPG,unhealthy,1
dataset\unhealthy\0012_0217.JPG,unhealthy,1
dataset\unhealthy\0019_0060.JPG,unhealthy,1
dataset\healthy\0009_0056.JPG,healthy,0
dataset\healthy\0009_0025.JPG,healthy,0
dataset\unhealthy\0019_0216.JPG,unhealthy,1
dataset\healthy\0005_0044.JPG,healthy,0
dataset\unhealthy\0015_0016.JPG,unhealthy,1
dataset\unhealthy\0017_0041.JPG,unhealthy,1
dataset\unhealthy\0012_0202.JPG,unhealthy,1
dataset\healthy\0009_0085.JPG,healthy,0
dataset\healthy\0010_0136.JPG,healthy,0
dataset\healthy\0001_0051.JPG,healthy,0
dataset\unhealthy\0015_0009.JPG,unhealthy,1
dataset\healthy\0002_0216.JPG,healthy,0
dataset\unhealthy\0014_0094.JPG,unhealthy,1
dataset\healthy\0009_0262.JPG,healthy,0
dataset\unhealthy\0014_0020.JPG,unhealthy,1
dataset\unhealthy\0020_0103.JPG,unhealthy,1
dataset\healthy\0004_0155.JPG,healthy,0
dataset\unhealthy\0019_0168.JPG,unhealthy,1
dataset\healthy\0006_0046.JPG,healthy,0
dataset\unhealthy\0012_0148.JPG,unhealthy,1
dataset\unhealthy\0020_0163.JPG,unhealthy,1
dataset\unhealthy\0022_0067.JPG,unhealthy,1
dataset\healthy\0002_0034.JPG,healthy,0
dataset\unhealthy\0012_0034.JPG,unhealthy,1
dataset\healthy\0004_0110.JPG,healthy,0
dataset\healthy\0004_0076.JPG,healthy,0
dataset\healthy\0009_0044.JPG,healthy,0
dataset\healthy\0005_0203.JPG,healthy,0
dataset\unhealthy\0015_0103.JPG,unhealthy,1
dataset\unhealthy\0017_0081.JPG,unhealthy,1
dataset\unhealthy\0017_0071.JPG,unhealthy,1
dataset\healthy\0009_0022.JPG,healthy,0
dataset\unhealthy\0020_0154.JPG,unhealthy,1
